sample_id,partition,scaffold
mol_39540f42f16b164a,train,ACYCLIC:N=C(N)NN
mol_396c0216cfac263d,train,c1ccccc1
mol_39713d5493442d79,train,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3
mol_3973948775798be2,train,c1ccccc1
mol_3982491446ba7927,train,c1ccccc1
mol_39a2d9f0b845c954,train,c1ccc(Nc2ccc3[nH]cnc3c2)cc1
mol_39a605f9be7951c9,train,c1ccccc1
mol_39ab914cc0a28556,train,O=c1cc[nH]c(=O)n1-c1ccccc1
mol_39af049fbf39b454,train,c1ccccc1
mol_39b543b5b2339ec8,train,O=C1CNC(=O)N1c1ccccc1
mol_39bf6dcf79fb083d,train,c1ccc(Cc2cncnc2)cc1
mol_39c3efd1329207cc,train,c1ccccc1
mol_39c48ebeb435f70e,train,O=C1CCCC1
mol_39d09e64e0ce65af,train,ACYCLIC:N#CSCSC#N
mol_39da06a448962f28,train,O=C(CCN1CCN(CCc2ccccc2)CC1)c1ccccc1
mol_39ea946880599dc2,train,ACYCLIC:CCCCP(CCCC)CCCC
mol_39f5a9f6d46165b8,train,c1ccccc1
mol_3a00d389ad4e9234,train,c1ccccc1
mol_3a1969ae5bb70019,train,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1
mol_3a1b8bb9fd1a6052,train,c1ccc2c(c1)CCCN2
mol_3a1eb52ef9ec85d8,train,c1ccccc1
mol_3a4eed15131cce2b,train,C1CC2CCOC3OC4CCC(C1)C23OO4
mol_3a55d9c890088cf3,train,O=c1c2ccccc2sc2ccccc12
mol_3a5dfbc3a4eab0e2,train,c1ccc(C2CCC2)cc1
mol_3a6db25d503b2114,train,O=C(CCN1CC1)OCC(COC(=O)CCN1CC1)COC(=O)CCN1CC1
mol_3a800cc19c077657,train,c1ccccc1
mol_3a8207c0c0b4eb20,train,O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1
mol_3a9ba55e420e7f30,train,ACYCLIC:CC(C)N(C)C
mol_3aa7b391169acd43,train,c1ccc(CNCCC(c2ccccc2)c2ccccc2)cc1
mol_3abe1a990aa4b599,train,ACYCLIC:CC(=O)C(C)(C)C
mol_3ad1d3ccb5913358,train,O=C(OC1CCC2CC3c4[nH]c5ccccc5c4CCN3CC2C1)c1ccccc1
mol_3ad42b860ead9efb,train,c1cc2c3c(c[nH]c3c1)CC1NCCCC21
mol_3ada493953f0f5a3,train,ACYCLIC:CCCCCC=O
mol_3ae4c44a0a8b7077,train,c1ccccc1
mol_3aee7c8e065e0424,train,ACYCLIC:NCCNCCO
mol_3b007b7f8c07eda6,train,ACYCLIC:CCN(CCO)CCO
mol_3b04f03fc3120118,train,O=c1cc(-c2ccccc2)[nH]cn1
mol_3b059c858bea8d4e,train,ACYCLIC:CCCCCCCCCCCCCCCCBr
mol_3b07f2b4f5ed1ed3,train,C1=CNCN1
mol_3b0a81d4b6223917,train,C(=CC=CC=CC=CC=CC1=CCCCC1)C=CC=CC=CC=CC1=CCCCC1
mol_3b229494d40048df,train,C1=CC2CCC1C2
mol_3b25289543eeed2d,train,c1ccccc1
mol_3b3c651be82187f3,train,O=C(Nc1ccno1)c1ccccc1
mol_3b3e0318a520901e,train,c1ccc(-c2conc2-c2ccccc2)cc1
mol_3b52e39e0b92a70a,train,O=C1c2ccccc2CN1C1CCCCC1
mol_3b535a9ddb3ee133,train,ACYCLIC:CCCCCCCCCCCCCCCCCBr
mol_3b701962f33aed07,train,c1ccc2c(c1)ccc1ccc3c(c12)OCO3
mol_3b7d82e198f74be7,train,O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccccc43)CC2)N1
mol_3b89a2efdd7eaa82,train,c1ccc2c3c([nH]c2c1)C1CC2CCCCC2CN1CC3
mol_3b918e9855bb86f3,train,c1ccccc1
mol_3b91f74be897f880,train,ACYCLIC:CCOP(=S)(S)OCC
mol_3bb60fce1e0571ac,train,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1
mol_3bbc92e1cebb6839,train,c1ccc2c(c1)CC(N1CCNCC1)c1ccccc1S2
mol_3bc75feb1a563f2f,train,c1ccccc1
mol_3bd760c2e448ffc9,train,ACYCLIC:CCCCN(CCCC)CCCCCCN(CCCC)CCCC
mol_3bfb13cad284e644,train,O=C(NN=Cc1ccccc1)c1ccncc1
mol_3bfec76f7eb463ef,train,ACYCLIC:CCCCNC(N)=O
mol_3c041adf9385c93d,train,c1ccc(-c2cccnc2-c2cccnc2)cc1
mol_3c07282d64d1633b,train,O=S(=O)(Nc1ncccn1)c1ccccc1
mol_3c0a7bac5fd2bf35,train,ACYCLIC:CCCCOC(=O)CCS
mol_3c1e36f132f46ae3,train,c1ncc2c(n1)CC1CCCNC1C2
mol_3c258b2a05adc236,train,c1ccccc1
mol_3c25f75e3b786250,train,c1ccccc1
mol_3c55cf5b66001c82,train,ACYCLIC:CC(=O)OCC(C)C
mol_3c56e86638be8ba2,train,C1=CCCC=C1
mol_3c5c14a308bd3865,train,O=C1C2=C(CCCC2)C(=O)N1c1ccccc1
mol_3c6049bd7c6d770d,train,c1ccc(C(OC2CC3CCC(C2)N3)c2ccccc2)cc1
mol_3c60ece5a905b884,train,c1ccc(C2CCNCC2)cc1
mol_3c853410444f983d,train,O=C(OC1CCC[NH2+]C1)C(c1ccccc1)c1ccccc1
mol_3c893b2794b6ab16,train,c1ccccc1
mol_3c9367f14f0faf5e,train,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1
mol_3c994ab713087ac0,train,c1ccccc1
mol_3c9cf06f9d4dafb1,train,c1cn[nH]c1
mol_3ca5ae58e1d62b3b,train,ACYCLIC:[Zn+2]
mol_3ca76d4f99a10bdf,train,ACYCLIC:CC(C)(C)S
mol_3ca9a1a9e2703f80,train,c1ccccc1
mol_3cbabee25f31af05,train,ACYCLIC:ClCCCl
mol_3cbf85009f9b66d4,train,O=c1ccc1=O
mol_3cd60f2c4734bcf7,train,c1ccccc1
mol_3ce097037ef6421f,train,O=C1C=CC(=O)C2=C1CC1C3NC3CN21
mol_3ce6173f5159aa3d,train,ACYCLIC:CCCBr
mol_3d0843fd04143e4a,train,c1ccccc1
mol_3d0cc0a66bd070ea,train,c1ccc(-c2cc(C3CC3)nc3ccccc23)cc1
mol_3d220991db772cb9,train,c1ccc(CCc2cc3c(s2)-n2cnnc2CN=C3c2ccccc2)cc1
mol_3d25c908430685e0,train,c1ccccc1
mol_3d332ddbbb030561,train,c1ccccc1
mol_3d349885dbb20571,train,c1ccc(C2(Cn3cncn3)OCCO2)cc1
mol_3d5232120da40e5b,train,c1ccc(C2CO2)cc1
mol_3d5b3416c24909c5,train,C1C2CC3CC1CC(C2)C3
mol_3d6e36b1fe7705fc,train,O=c1ncncn1C1CCCO1
mol_3d7c1a48d194c64c,train,ACYCLIC:COC(=O)/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)\C=C/C(=O)O
mol_3d8ffda18fb0cf34,train,c1ccccc1
mol_3d944c7dcf87721c,train,O=c1ccc2c(-c3ccccc3)c3ccccc3oc-2c1
mol_3da60ba780d7b1a3,train,C1COCC[NH2+]1
mol_3da63e2206deec9c,train,O=C1C=CC2C(=C1)Oc1ccccc1C21OC(=O)c2ccccc21
mol_3db27bd007905bcf,train,ACYCLIC:O=P(Cl)(Cl)Cl
mol_3db83ae284671a6b,train,O=c1nc[nH]c2[nH]cnc12
mol_3dcd49529d41fa1f,train,ACYCLIC:CCCC[P+](CC)(CCCC)CCCC
mol_3dd75bf37c67ff35,train,S=C(Nc1ccccc1)Oc1ccc2ccccc2c1
mol_3ddbe434e3fcc4aa,train,C=C(C(=C)c1ccccc1)c1ccccc1
mol_3de1d2193c174e42,train,c1ccccc1
mol_3df2e4273e3e853a,train,C1CC2CCC(C1)[NH2+]2
mol_3df65271956093a3,train,c1ccccc1
mol_3e0be4881f4f8be1,train,ACYCLIC:CN(C)CCN(C)CCN(C)C
mol_3e131fb7df468b0e,train,O=C(CC(NS(=O)(=O)c1ccc2ccccc2c1)c1ccc2c(c1)OCO2)NCCc1ccc(CN2CCCCC2)cc1
mol_3e14698e8a59e9d0,train,c1ccc(C(c2ccccc2)N2CCNCC2)cc1
mol_3e15c5a5e3354bb8,train,ACYCLIC:CN(C)C(C)(C)CO
mol_3e21640d0a7ac41d,train,ACYCLIC:C=CC(=O)NC(C)(C)CC(C)=O
mol_3e266757efa6d4cd,train,c1ccccc1
mol_3e3f9cda640d2df9,train,ACYCLIC:CCCCNCCCC
mol_3e42492d459f3869,train,ACYCLIC:CCOC(=O)N(C)N=O
mol_3e517bfb2e95234e,train,O=C(Cn1cnnn1)NC1C(=O)N2C=C(CSc3nncs3)CSC12
mol_3e5f196b29e06354,train,ACYCLIC:CC(C)=CCC/C(C)=C/COC=O
mol_3e62754d25d20903,train,c1ccccc1
mol_3e6630465f321925,train,c1ccccc1
mol_3e698b40aa405720,train,N=C(C(=O)NC1C(=O)N2C=C(C[n+]3ccc[nH]3)CSC12)c1cscn1
mol_3e82315abfa11772,train,O=c1cccc2c(c1)CCCc1ccccc1-2
mol_3e8b10b6605ebacb,train,ACYCLIC:CN(N=O)C(=N)N[N+](=O)[O-]
mol_3e8d1bfe56d8cfd4,train,c1ccccc1
mol_3e8e6b63666150a6,train,O=C1OCCN1Nc1ccccc1
mol_3e90c6cf3f49db55,train,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12
mol_3e9df9f222b80c06,train,c1ccc(-n2cncn2)cc1
mol_3ea51eb4a4c435e8,train,O=C1CCCC=Cc2ccccc2C(=O)OCCCC1
mol_3eb13d0fd342fc5a,train,ACYCLIC:CC(=O)CCC=C(C)CCC=C(C)C
mol_3ebdf394993db7ea,train,c1ccc(C(CN2CC[NH2+]CC2)C2CCCCC2)cc1
mol_3ec46d9ec2fff7f7,train,ACYCLIC:CCOC(=O)CC(=O)OCC
mol_3ece6fc496ae04e5,train,c1ccc(OCCCN2CCC(c3noc4ccccc34)CC2)cc1
mol_3ed62dcc304cd038,train,O=C1CCCCC1c1ccccc1
mol_3ed8c64f28bc36d6,train,c1ccccc1
mol_3ed936c1cf55e912,train,c1ccccc1
mol_3ef0f72fbe0d7805,train,C1CN2CCN1CC2
mol_3ef2e0b2a3f17ba8,train,ACYCLIC:CCCCCCCC/C=C\CCCCCCCC(=O)OCCCC
mol_3efe32db3074b516,train,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1
mol_3f0232c0fdecc875,train,ACYCLIC:CCCCCCCC/C=C\CCCCCCCC(=O)OCC
mol_3f028e281aa5367e,train,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
mol_3f071c205f5b7d73,train,c1ccccc1
mol_3f0740493ae314ea,train,ACYCLIC:CCC(O)C(C)(C)C
mol_3f08f4cfd72c5f3a,train,c1ccc(C2CCNCC2)cc1
mol_3f0a8a7cf8cfa167,train,C1CCC2(CC1)NCCO2
mol_3f0f186b4af0f985,train,c1ccccc1
mol_3f10a70237cc7c0d,train,c1ccc(-c2cn3ccccc3n2)cc1
mol_3f118025c4e422c1,train,O=C(NCCc1ccccc1)c1cnccn1
mol_3f1825067f59b5dd,train,c1cnc(Oc2cccc(Oc3ncccn3)c2)nc1
mol_3f1e715b3ea39c57,train,c1ccccc1
mol_3f1eaa81eb81663b,train,c1ccc(-c2ocnc2C2CCCCC2)cc1
mol_3f375bc337b6d4c6,train,ACYCLIC:OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
mol_3f3cb71e9f4b1412,train,ACYCLIC:CC=C(CC)C(=O)NC(N)=O
mol_3f4bb4a855768140,train,c1ccc(C(=C2CC[NH2+]CC2)c2ccccc2)cc1
mol_3f4fc8dee8c68f98,train,c1ccccc1
mol_3f53fcefd251a412,train,O=C1C=CC(=O)O1
mol_3f56ba76ed0c83ec,train,ACYCLIC:O=C(O)CC[N+](=O)[O-]
mol_3f5878e29f0818b5,train,c1ccccc1
mol_3f5d5a797945beb3,train,c1ccccc1
mol_3f6173671f07ec33,train,ACYCLIC:CC(C)OC(=S)S
mol_3f61cbc8999796df,train,ACYCLIC:CNCCS(=O)(=O)O
mol_3f6259f229fbe6a8,train,ACYCLIC:CCCCCCCCCCCCCCCO
mol_3f65c19c6dfa4369,train,O=C1c2ccccc2-c2ccccc21
mol_3f7a2d962f699f64,train,C1CCC(OC2CCCCC2OC2CCCO2)OC1
mol_3f7b2f2fe8531be2,train,c1ccc2c3c([nH]c2c1)C1CC2CCC1N(CC3)C2
mol_3f89d5eaf2942cff,train,ACYCLIC:CCCCN(CCC(=O)OCC)C(C)=O
mol_3f8eeef7bb5e3a80,train,c1ccc2c(c1)NC1NCCC21
mol_3f94504990041c8e,train,ACYCLIC:CC/C=C\CCCCCCCCCCOC(C)=O
mol_3f96669c59b8c678,train,c1ccc(Nc2ccnc3ccccc23)cc1
mol_3f996376dd73f8ba,train,ACYCLIC:CC(C)CCCC(=O)O
mol_3f9ad254558b62bd,train,ACYCLIC:CCCCCCBr
mol_3f9ee64f95943dfb,train,O=C1NCc2cncn2-c2ccccc21
mol_3fa61a4191c91326,train,c1ccccc1
mol_3fa7d43dbcac2967,train,ACYCLIC:CCCCC(CC)COC(=O)CC#N
mol_3fb732184eefaf8b,train,ACYCLIC:CCCCC(CC)COC(=O)Cl
mol_3fbd0865936e7c5d,train,O=C(NC(=O)c1ccccc1)Nc1ccccc1
mol_3fc41b95fa0221a4,train,c1ccccc1
mol_3fc5ebc93b235df8,train,O=C(CC(=O)c1ccccc1)c1ccccc1
mol_3fd46bd1d5c0bbe2,train,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5
mol_3fe4f7d6709bf3a3,train,c1ccccc1
mol_3ffb8286b6890982,train,O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccccc1
mol_3ffcbf8578dabf83,train,c1ccc(CCNCc2ccco2)cc1
mol_4003d0700d93919c,train,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCCCC1
mol_400b7fb90567c853,train,O=c1[nH]c(=O)[nH]c(=O)[nH]1
mol_401695dc61192ba9,train,c1ccc(C2CCCC2)cc1
mol_401b7b690baef1e0,train,c1ccc(-c2nccs2)cc1
mol_401dc941fb6654c5,train,c1ccc(CCOCc2cccc(Oc3ccccc3)c2)cc1
mol_40269e0d8e939fe0,train,N=C1NCOCN1Cc1cncs1
mol_402712619cef883f,train,O=C1SCCC1=CC1CC1C(=O)OCc1coc(Cc2ccccc2)c1
mol_402bf36223bbbef9,train,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12
mol_40489b35716b902f,train,c1ccccc1
mol_40506ba0b047e8ac,train,c1ccccc1
mol_405b9a587def8d39,train,c1ccccc1
mol_405f1ef3d2e82095,train,O=C1CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CCc2ccccc2)CSSCCN1
mol_405f2fdec5c7d028,train,ACYCLIC:CC(C)(O)C(Cl)(Cl)Cl
mol_406851c3d31ee406,train,c1ccccc1
mol_40a5042641a16e85,train,ACYCLIC:CC(C)=CCC/C(C)=C/CC/C(C)=C/CO
mol_40ae9869a90cc8d4,train,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12
mol_40b0547d25172787,train,c1ccc(OCCCCc2nnn[nH]2)cc1
mol_40c0011531401dc2,train,O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1
mol_40ce1c714fe3c344,train,O=C1OCCCCCCCCCCc2ccccc21
mol_40ddc0ceadd1718e,train,O=C(CCc1cccc2ccccc12)Nc1ccccc1C(=O)N1CCC2(CCCC2)CC1
mol_40e1809d32f05300,train,c1ccccc1
mol_40e22faac5b548be,train,S=C(SSC(=S)N1CCCCC1)N1CCCCC1
mol_40f39f1e0f0ae305,train,c1ccccc1
mol_40f7dd8990bbbf79,train,O=C1OC(=O)c2ccccc21
mol_40f8d3ff8f5753a3,train,c1ccccc1
mol_40fd215c8abe511d,train,c1ccccc1
mol_410463f70f85de7d,train,ACYCLIC:CC(Cl)Cl
mol_4105b145dd5dfc3d,train,c1ccc2oncc2c1
mol_4107fed2c7135a9d,train,ACYCLIC:CC(N)CCCC(C)(C)O
mol_410ccfc76f20b2dc,train,c1ccccc1
mol_411727fab1a1f4fc,train,c1ccccc1
mol_412fd09111f0c054,train,c1ccccc1
mol_4130d28545d1c245,train,ACYCLIC:CCCCCCCCCl
mol_413195e62e2e740f,train,c1ccccc1
mol_4137f5df94178cff,train,ACYCLIC:CC(C)(C)C(=O)NCCCC(=O)O
mol_4142271fa4fcb3e6,train,ACYCLIC:CCC(=O)OC(=O)CC
mol_41465140cae0c288,train,O=C1Nc2ccccc2CO1
mol_41767346ce3791ab,train,c1ccccc1
mol_417f9acd7fee178f,train,c1ccccc1
mol_4189ecbdc2c73e34,train,O=C1C=CC(=C(c2ccccc2)c2ccccc2)C=C1
mol_418f52dc10663d37,train,c1ccccc1
mol_4198c0dc67379382,train,ACYCLIC:CCCCCCCCC(=O)Cl
mol_419faead7a7aaa5f,train,ACYCLIC:CC(C)CC(C)CC(O)CC(C)C
mol_41bcecb147bf2c2f,train,ACYCLIC:CC(O)C(C)O
mol_41c70ae4399dcadc,train,c1ccccc1
mol_41d107c2f73d4ad3,train,ACYCLIC:ClC(Cl)=C(Cl)Cl
mol_41fd6fc7952b4453,train,c1ccccc1
mol_420613ba922197b9,train,O=C1CC2CC=CN12
mol_420c5c38f9082c56,train,ACYCLIC:OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO
mol_4210468a2d7e0e00,train,ACYCLIC:CCCCCCCCCCCCSCCOCCO
mol_4211467004a5e803,train,ACYCLIC:CCCCCCCCCCCC(=O)NCCCN(C)C
mol_4219c0f58b07eb38,train,c1ccccc1
mol_421b7b1fd88b1a0a,train,c1ccccc1
mol_42262fdb0fea78cc,train,c1cc2ccc3cccc4ccc(c1)c2c34
mol_422a17ccf9b6e79f,train,O=C1CN=C(c2ccccn2)N1
mol_422b371b3d197765,train,c1ccccc1
mol_4233c398f2c8f55d,train,ACYCLIC:ClCC(Br)CBr
mol_4237f0a3d5d661d2,train,N=C1CCN(c2ccc3c(=O)ccn(C4CC4)c3n2)C1
mol_423d02ebf8f7b681,train,ACYCLIC:CC(=O)NCCO
mol_423f55ce0383d3c8,train,c1ccccc1
mol_42437d405714c8c2,train,c1ccccc1
mol_42450ec1564bcf6b,train,c1ccccc1
mol_4248465908d8d008,train,c1ccc2c(c1)CCO2
mol_4251bd5063846d55,train,c1ccc(OCC2CNCCO2)cc1
mol_4262a2e02f37d7e9,train,c1ccccc1
mol_426cc39cd89204c8,train,c1ccccc1
mol_426f9e64b13d245a,train,c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1
mol_42745fb2fa4ceab3,train,C1CSCCS1
mol_427b33d2b5cc7c78,train,C=C1CCCC1n1cnc2c(=O)[nH]cnc21
mol_428b5983d0f6750d,train,ACYCLIC:CC(O)CN
mol_4296b3ea87752d6e,train,c1ccccc1
mol_42a32ad62c1e6665,train,c1ccc(CN2CCC(Nc3ccccc3)CC2)cc1
mol_42aa8fc4f6089a27,train,ACYCLIC:CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC
mol_42add7b56324a9fa,train,C1=C2CCCCC2C2CCC3CCCC3C2C1
mol_42afa455bb292a3f,train,ACYCLIC:C=CC(=C)C
mol_42b1ddbc07b8a117,train,c1cc2c3c(c[nH]c3c1)CC1NCCCC21
mol_42bca3eb87ae1af5,train,c1ccccc1
mol_42be06b2cf5e9406,train,ACYCLIC:CC(C)OC(=O)CCCCC(=O)OC(C)C
mol_42c161e28ab2e8d8,train,O=C(Cc1ccccc1)OC1CC2CCC(C1)N2
mol_42d1e8eaf090c8ac,train,c1ccccc1
mol_42d7a147cd34f5ab,train,c1cnc2ncnn2c1
mol_42dfa6592395b026,train,c1ccc(CN2CCCCC2)cc1
mol_42e3a54f919a93a6,train,c1ccccc1
mol_42e75f71b7a1fab5,train,ACYCLIC:CCCCCCCCCC#N
mol_42fd2039cfadcd3d,train,ACYCLIC:C=C[C@@H](C)CCC=C(C)C
mol_4300bc91f6339e23,train,O=S(=O)(Nc1nncs1)c1ccccc1
mol_431f3700f7aa9416,train,ACYCLIC:COC(=O)/C=C\C(=O)O
mol_432a5967f3230d40,train,O=C(NCC(CC[N+]12CCC(C3CCCCC3)(CC1)CC2)c1ccccc1)c1ccccc1
mol_43306e4e858f15f8,train,O=C(NC1N=C(c2ccccc2)c2ccccc2NC1=O)c1cc2ccccc2[nH]1
mol_4332f3bd637634fe,train,ACYCLIC:O=P(O)(O)O
mol_43450ec05b1c6cb0,train,ACYCLIC:CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OCC(O)CO
mol_434c4b6c226f1a03,train,c1ccccc1
mol_435826563a7d9a73,train,O=S1(=O)NC(CC2CCCC2)Nc2ccccc21
mol_4362002b5ed2e0c7,train,ACYCLIC:CC/C=C\CCOC(=O)CCCCC
mol_4364ec585e7a5174,train,ACYCLIC:CC=CC(=O)CC
mol_436a6b8cf102290f,train,ACYCLIC:F[B-](F)(F)F
mol_437c6f2edb084aa7,train,c1ccc(CCCNCCCc2ccccc2)cc1
mol_4381ee0c6073ecac,train,c1ccccc1
mol_4386a35d0c4c0259,train,c1ccccc1
mol_43971696d3acde2c,train,C1=C(c2ccccc2)CCN(CCc2ccc3ccccc3c2)C1
mol_439878697bfd3c49,train,c1ccccc1
mol_43a172eb86e1bedd,train,C1=CCC=CC1
mol_43a652b0c3d383fe,train,ACYCLIC:COCC(C)O
mol_43a6ee00389c83d1,train,c1ccccc1
mol_43b5eb6d32c2d785,train,ACYCLIC:CCCCCCCN
mol_43b794c4b915ff89,train,ACYCLIC:C=CCCC(=O)O
mol_43c979182d5193b8,train,O=C1CCCCCN1SSN1CCCCCC1=O
mol_43d3a9abd9631c9a,train,ACYCLIC:C=CCN=C=S
mol_43d47f355799144a,train,c1ccccc1
mol_43e941c1a960afc4,train,c1ccc(Nc2nccc(C3CC3)n2)cc1
mol_43e974b8d0c43e6d,train,c1ccccc1
mol_43fe0e80bb5f1172,train,ACYCLIC:CCCCCCCCC(=O)O
mol_4404defa6d68c2fa,train,O=C(OCC1(COC(=O)c2cccnc2)CCCC(COC(=O)c2cccnc2)(COC(=O)c2cccnc2)C1)c1cccnc1
mol_441d1507fd26524f,train,O=S(=O)(Nc1ccccc1)c1ccccc1
mol_442acb9ad9d9b584,train,c1ccccc1
mol_442d38d3a80ecd61,train,O=C1CCCN1c1ccccc1
mol_443d2271b8cb07a1,train,ACYCLIC:CCN(CC)C(=S)S
mol_443e214c8ec3fdf5,train,O=C1CCCCO1
mol_443f2c577d032a34,train,O=C(C1COc2ccccc2O1)N1CCN(c2ncc3ccccc3n2)CC1
mol_44419415d8564b2e,train,O=C1C(=NNc2cccc(-c3ccccc3)c2)C=NN1c1ccccc1
mol_444a55e13555599c,train,O=C(C=CC=CC=CC=CC1=CCCCC1)Nc1ccccc1
mol_444f805c8871e2a2,train,c1ccccc1
mol_445237eb8fe3fda9,train,ACYCLIC:BrCCCCCCBr
mol_44538686d351bc3d,train,ACYCLIC:CC[C@@H](CO)NCCN[C@@H](CC)CO
mol_4457aabf9a1f3ef4,train,ACYCLIC:CC(C)=CCCC(C)C=O
mol_445e4da686ebd772,train,ACYCLIC:CCCCCCCCCC(C)C=O
mol_445e9d26c19daae8,train,ACYCLIC:NCC(=O)CCC(=O)O
mol_447bfbaa4e60d6e2,train,c1ccc(-c2nc3ccccc3s2)cc1
mol_448786c6d3993222,train,c1ccccc1
mol_448a7831d7c3570a,train,C1CS1
mol_44a28d359c25560b,train,c1ccccc1
mol_44b6e0aa4693c3ab,train,c1ccccc1
mol_44d67c2926552054,train,ACYCLIC:CCC(C)(C)C
mol_44e518d8ebe94b75,train,O=C(c1ccccc1)C1CCN(CCc2cnc3ccccn3c2=O)CC1
mol_44fb490f182eac6d,train,O=C(c1ccccc1)c1cnoc1C1CC1
mol_44ffe49135e1a6fe,train,O=C(NS(=O)(=O)c1ccccc1)n1nc[nH]c1=O
mol_4502710bb9722f14,train,c1ccccc1
mol_4522579d8485e815,train,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1
mol_4533f9fef73d2e6b,train,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccccc1)NC(=N)Nc1ccccc1
mol_4546c50cd1c997cb,train,O=C1C=CC2C3=CC(=O)C4C5CCCCC5CCC4C3CCC2C1
mol_456bd8770ec284e9,train,c1ccc2occc2c1
mol_4584b0e8a2aba058,train,c1ccccc1
mol_45942dc02313c903,train,c1ccccc1
mol_45aebed1017d81f7,train,c1ccccc1
mol_45b4bf14191c6d24,train,c1ccccc1
mol_45b4e3fb71aa28b3,train,c1ccc(-c2ccc(NCCN3CCOCC3)nn2)cc1
mol_45bb8867143bb876,train,O=C1C=C2CCC3C(=CCC4CCCC43)C2CC1
mol_45c597abad2c019e,train,ACYCLIC:CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC
mol_45c621eca1688346,train,c1ccccc1
mol_45d0be4a0ec9014e,train,c1ccccc1
mol_45e1d5b39c01e359,train,C(=Cc1ccc2ccccc2[nH+]1)c1ccn(-c2ccccc2)c1
mol_45e589cda30a7f34,train,ACYCLIC:COC(=O)CCC(=O)OC
mol_45f0592230296cb8,train,c1ccccc1
mol_45f0bc384785e735,train,c1ccc(-n2cccc2)cc1
mol_46030d117dde3987,train,c1ccc2c(c1)CC1NCCC23CCCCC13
mol_460c761609714fa6,train,c1ccc2c(c1)Cc1ccccc1C(N1CCNCC1)=N2
mol_462b618a7419d00d,train,ACYCLIC:CCCO
mol_46354f440785150f,train,C=C1CC2C(CCC3C4CCCC4CCC23)CC1=O
mol_46419d65cddad90c,train,O=C(CCN1CCNCC1)N1c2ccccc2Sc2ccccc21
mol_4641bbc6ec505900,train,O=C(C=Cc1ccccc1)N1CCN(CC(=O)N2CCCC2)CC1
mol_4648fd57de7dc65a,train,c1ccccc1
mol_465fa3749614a9cf,train,c1ccccc1
mol_4660b274d8a9a541,train,O=C1C=C2CCC3C(CCC4C(OC(=O)CCc5ccccc5)CCC43)C2CC1
mol_4673b43e383dffca,train,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1
mol_467688a5fc7a81e6,train,c1ccccc1
mol_46798667152ab98a,train,O=c1cc[nH]c(=O)[nH]1
mol_468013095aa37bec,train,c1ccccc1
mol_4683152e3e559c0a,train,ACYCLIC:CCCCCCCC=O
mol_46889874b3dde26b,train,O=C1CCCCCCCCCCCC2CCCC(CC(OC3CCCCO3)C=CC=CC=CC=CCCC=CC=CCCCCO1)O2
mol_46ac7e74b087efba,train,O=S1OCC2C3C=CC(C3)C2CO1
mol_46b927c60c452ef9,train,O=C1CCc2ccccc2C2CCCCN12
mol_46c349c9252dd1aa,train,O=C(NC1C(=O)N2CCSC12)c1conc1-c1ccccc1
mol_46c92ce25b50e932,train,c1ccccc1
mol_46cbad95a3455647,train,O=c1cc[nH]c2ccccc12
mol_46cc11ce529a442a,train,c1ccc2c(c1)Sc1ccccc1C2CC1CCCNC1
mol_46db04bfd13b0369,train,O=C(NN=Cc1ccccn1)Nc1ccccc1
mol_46dd9cd64c12d9b5,train,c1ccccc1
mol_46e1910e38dc32d6,train,O=c1[nH]cnc2[nH]cnc12
mol_46e291cf828c3115,train,C1CCC(CC2CCCC2)C1
mol_46edc81280b6513e,train,O=C1C=C2CCC3C(CCC4C3CCC43CCC(=O)O3)C2CC1
mol_46ef93c8bb5cf785,train,c1ccccc1
